tweets,languages_spacy,languages_langdetect
"RT @ZinfozBx: Et encore une partie de la fine équipe #InnovativeTechTeamBx 🤟@SQLI_FR 
Hashtag créée pour l'occasion car çà commence à faire…",fr,fr
RT @JkNourry: Le #teammate @JulienTopcu en action avec Comment se faire hacker bien comme il faut ! #DevoxxFr #owasp #ProudOfMyTeammate htt…,unknown,en
"Je me suis régalée à #devoxxfr ! C'est déjà fini 😢
Merci à toute l'équipe d'organisation @DevoxxFR, à tous les spea… https://t.co/hnSx7VV9n4",fr,fr
"It's the end! It was an amazing @DevoxxFR! 

Thanks to all developers who spent some time to talk with me on… https://t.co/qMOGossoXC",en,en
RT @cyriux: Back to school on NLP with the only @aagahi himself at #DevoxxFr! https://t.co/kPSSTRDqRN,en,en
@wildagsx @DevoxxFR GraalVM,unknown,af
@idriss_neumann @volkaert @netflix @DevoxxFR Would you please upload the slides somewhere?,en,en
"Ce 1er @DevoxxFR fut très enrichissant en terme de connaissances et de rencontres, à l'année prochaine pour un autr… https://t.co/X4afNjwD1M",fr,fr
Moi qui ne boit jamais c'est toujours un plaisir de déguster la der des der de #DevoxxFR chez les @lescastcodeurs (sponso by @jfrog),fr,fr
"RT @StrangeCousin: Accessibilité, un sujet que la @MAIF prend au sérieux dans son application mobile ! #DevoxxFr https://t.co/c9DcwB6Pu2",en,fr
@idriss_neumann @DevoxxFR Merci 🙂 à bientôt j'espère,fr,fr
"RT @gorenar1: @florentmorin, Raphaël Digout et Nidra Kachroudi parlent de l'#UX et d'accessibilité. Un duo gagnant pour votre app mobile. @…",fr,fr
"@gnuraph @DevoxxFR @lescastcodeurs Je m'associe pleinement aux remerciements de Raphaël, c'était très bien, très de… https://t.co/ez5bbjlSB3",fr,fr
RT @Slyduv: Slides super interessants de @estelandry sur la #SurchargeFeaturale. Justement thème abordé en #DevoxxFR. A lire absolument #co…,fr,fr
@k33g_org @DevoxxFR Ravis d'avoir assisté à ton super talk et d'avoir discuté avec toi IRL.,fr,fr
"Merci à tous les speakers de #DevoxxFR pour vos talks qui vont nourrir nos projets actuels et futurs, aux organisat… https://t.co/1fvjWwKRUp",fr,fr
@arungupta @Devoxx @grallmalo @grallcorentin @DevoxxFR @rhdevelopers Yes 2/3 ... the youngest was not here... may be next year :),en,en
RT @romaintaz: Indirectement @bloglaurel est présente au Palais des Congrès #DevoxxFR #Docker @morlhon https://t.co/ESDsX9y70N,fr,fr
"Bravo à Romain @rdenarie qui a gagné la Nintendo Switch avec @JFrog et @lescastcodeurs, c’est la fin de @DevoxxFR ! https://t.co/x2dey4Bcjn",unknown,fr
"@tgrall @Devoxx @grallmalo @grallcorentin @DevoxxFR @rhdevelopers Tug, those your boys?",en,en
RT @guiChervet: Super présentation sur #React et les hooks par @oyouf à #DevoxxFR. Tu m'impressionnes par ton aisance @oyouf bravo ! @AXAJo…,fr,fr
RT @DevoxxFR: De nombreux vêtements oubliés aux vestiaires + des téléphones + des pièces d’identités / permis de conduire. Ne les abandonne…,fr,fr
En mode nostalgie #castcodeurs #DevoxxFR avec @Audrey_Neveu @agoncal @aheritier et toute la team. Longue vie à vous… https://t.co/yWQysPAX3M,fr,fr
"RT @spencerbgibb: @idriss_neumann @volkaert @netflix @DevoxxFR @IstioMesh Sure. The term abandoning, to me, means they've dropped it and ar…",en,en
Great talk today at @DevoxxFR by @volkaert introducing #resilience4j and adaptive concurrency limits.. time to move… https://t.co/zjAh71f4EV,en,en
"Merci @DevoxxFR j’ai passé 3 jours sympa à voir les copains, discuter, apprendre, c’était super ❤️",fr,fr
"RT @DamienDuportal: Les slides de notre talk (@nicoMengin) au #DevoxxFR , ainsi que le matériel pour le reproduire chez vous, sont dispo ic…",fr,fr
RT @rodbung: @JulienTopcu nous parle de hacking dans sa conférence #DevoxxFr https://t.co/bnPDFkzxqV,fr,fr
"RT @JulienTopcu: D.R.Y vs Isolation 
D.R.Y =&gt; coupling
Préférence pour l'isolation pour les bounded contexts.

@cyriux #DevoxxFR https://t.…",unknown,fr
Fin de @DevoxxFR édition 2019 ! Merci @SoatGroup et toute l'équipe #SOAT @ClaireLevenez @PriscilliaSOAT @CecileHbh… https://t.co/dbfrjyxnjp,fr,fr
RT @FedySalah: C’est parti pour @StrangeCousin #Vega #DevoxxFr https://t.co/6Ze3NgN633,unknown,fr
"Après la conf, le réconfort. On essai le bar à oxygen de notre stand @Work_at_Murex à la #DevoxxFR https://t.co/PsVDDKF7s5",en,fr
New features by @jfrog at @DevoxxFR https://t.co/tcLSyLDmb5,en,en
@jfrog platform at @DevoxxFR https://t.co/UYSjaABYQI,en,da
RT @LunatechFR: En direct du troisième jour de  @DevoxxFR Aidez @VMaleze à gagner le lot du jour en likant ou retweetant cette photo  #DevO…,fr,fr
Fin du @DevoxxFR  2019 @OxianeIT  @lescastcodeurs ! https://t.co/aznBUIkRX3,unknown,fr
RT @CecileHbh: @michelle_avomo nous montre l’intérêt du clean code avec une démo levant le mystère sur du code offusqué 👍#DevoxxFr @SoatGro…,fr,fr
"Un super salon @DevoxxFR  qui se fini en beauté 😀 :
Merci @Mirakl_FR  pour la switch
Merci @BredFactory pour le skate
#DevoxxFR",unknown,fr
"Et ben voilà. @DevoxxFR c'est fini. Des supers conf, des speakers au top, des copains revus, des rencontres avec de… https://t.co/KBYkOOQVsv",fr,fr
"Les slides de ma session ""Avez-vous pris des nouvelles de #Scala ?"" sont disponibles #dotty #scala3 #DevoxxFR… https://t.co/Ob225SyERq",unknown,fr
Fin du #DevoxxFr avec @lescastcodeurs !!! #10ansDeja,fr,fr
"Et un Devoxx que l'on finit en beauté chez les Cast Codeurs !
Bière, santé, bonheur 🍻😁
@DevoxxFR @SofteamGroup… https://t.co/9J220bHFIb",unknown,fr
Ten years with @lescastcodeurs at @DevoxxFR! Keep up the great work https://t.co/3WpjhNAvxI,en,en
"RT @bonitasoft: The session has started, it’s never too late to attend! @baptistemesta  @DevoxxFR https://t.co/XjjdSoHEkW",en,en
"Bravo @DevoxxFR et les speakers pour cette belle édition, on rentre avec plein de sujets dans nos sac à dos : migra… https://t.co/vfqZ5sD9dd",fr,fr
"2e point de gagné, il y a des chips avec la bière de JFrog au CastCoders ! #DevoxxFr",fr,fr
"RT @gorenar1: Plus d'excuses pour ne pas faire de #test e2e sur votre application, avec le hands-on labs de @rodbung et @JkNourry. Ils vous…",fr,fr
The best #DevoxxFR goodies ! @castcodeurs @jfrog https://t.co/VSJXmoEFlX,en,en
@DevoxxFR thank you !!! https://t.co/tXhf99dHJ8,en,en
"RT @doppelganger9: « Intégrer de l’#IA au cœur de vos applications de #RealiteAugmentee » par @cmaneu @sbovo @danvy avec du #HoloLens 
Bana…",fr,fr
Les Cast Codeurs: 10 ans deja! 👍🎂#DevoxxFR https://t.co/lbCZQAyUSv,en,fr
"@marie_viley @DevoxxFR @ZenikaIT J'ai raté le quickie, mais vivement la diffusion sur youtube !",en,fr
@moyowi @DevoxxFR @Devoxx4KidsFR Oh des petits wemos 1d. C'est top ça !,fr,en
Thanks @DevoxxFR for those amazing 3 days ! Really enjoyed talking there and meeting alot of new people ! Next step… https://t.co/DO7hf9HEpY,en,en
Avec l'équipe Microsoft France à #DevoxxFR 2019. On a accompagné l'apprentissage d'#Azure sur la nouvelle plate-for… https://t.co/dHtSA7Z4uK,en,fr
Dans quelques minutes @lescastcodeurs à @DevoxxFR #Devoxxfr https://t.co/sgizgRjYsV,unknown,fr
"Kenavo ar wech all #DevoxxFR
Merci  #sodifrance https://t.co/QFU1XQJ725",en,en
"Tweetstorms are over, you should have some peace with notifications now ;) I will sleep for 12 hours. See you next… https://t.co/h1uTkOrFvE",en,en
"Bravo @jfrog, de mieux en mieux chaque année 🐸 #DevoxxFr @lescastcodeurs",fr,fr
RT @moyowi: Rien de mieux pour de-stress de 3jours intenses à #devoxxfr qu’un peu de soudure pour le @Devoxx4KidsFR du lendemain https://t.…,fr,fr
@r_schlick @Mehdyzc @DevoxxFR #betterjava,unknown,de
"[#DevoxxFR] @devoxxfr touche à sa fin... Pour les #Android Lovers, on se retrouve mardi et mercredi à… https://t.co/Zq11OqUeCb",unknown,fr
C’est parti pour @lescastcodeurs. Un bonne conclusion pour #DevoxxFr https://t.co/9Ij8NQ3qai,fr,fr
"RT @romaindso: Back For Frontend might not be your BFF anymore 

@g_scheibel nous explique comment #GraphQL se montre plus adapté à la mult…",en,fr
"Comme une envie de faire des revues de code après la présentation de @JulienTopcu 😅
#DevoxxFr https://t.co/aBRSAPa5J2",fr,fr
Good bye #DevoxxFR! A l'année prochaine !,fr,fr
Super conferences merci @DevoxxFR #DevoxxFR!! A l'année prochaine 😉 https://t.co/f9dGIAYQQn,en,fr
"RT @ZinfozBx: Après avoir suivi la conf' fiction ou """"comment rassembler un puzzle de photos sur Twitter"" Nous avons enfin notre #Innovativ…",fr,fr
"Super fier d'avoir été speaker au @DevoxxFR cette année, bravo pour l'organisation et merci pour tout ! #DevoxxFR",fr,fr
RT @zepag: @nhelleringer essaye de répondre à l'interrogation : devenir manager ou pas? #devoxxfr https://t.co/ZMemlPefeN,en,fr
"@ndeloof @karesti @glours @DevoxxFR @morlhon Bulle informative, toussa ?",unknown,en
Merci Mirakl 😀 #DevoxxFR https://t.co/hql1mYJTYV,en,tr
"Les slides de notre talk (@nicoMengin) au #DevoxxFR , ainsi que le matériel pour le reproduire chez vous, sont disp… https://t.co/4xGQ34nhYb",fr,fr
"@TheBigPilou @nicolaspeters @DevoxxFR C'était vraiment intéressant, par contre ça reste relatif à chaque utilisateu… https://t.co/NaYwaxhNGi",fr,fr
Slides de ma prentation @DevoxxFR sur @Hashicorp Consul @CriteoEng https://t.co/3en2qg0IrM,unknown,en
Gitlab repo to get the demo sources of @JulienTopcu at @DevoxxFR https://t.co/4zQWVlt6XN,en,en
RT @Univalence: Hands-on #Clojure à #Devoxx. Merci @DevoxxFR pour nous avoir permis de réaliser cet atelier et merci aux participants 😀 htt…,fr,fr
Insecure json deserialization with spring data rest. @JulienTopcu at @DevoxxFR https://t.co/vgsto0USjQ,en,en
RT @AXAJobs_fr: C’est parti pour le dernier jour de #DevoxxFR ! Dernière chance de gagner votre voyage au #CES2020 : tirage au sort à 16h !…,fr,fr
"RT @BredFactory: #SketchNotes sur la conférence « Créer et développer une communauté open source » de @juliendubois de @java_hipster, réali…",fr,fr
RT @dwursteisen: At #DevoxxFR @nhelleringer is very sad that @alexqin has to cancel her presence at the conference. So am I! 😫 Maybe next y…,en,en
Merci à @cmaneu @sbovo @danvy d'avoir animé la session sur l'intégration de l'IA au ❤ des applications de réalité a… https://t.co/pe7pQn6VzU,fr,fr
RT @cyriux: Excellent and very pedagogical talk on text classification of code commits by @quduval at @Work_at_Murex And this work encourag…,en,en
"Big and Huge Thanks aux organisateurs de la conférence @DevoxxFR 2019. Les confs, Labs, Keynotes et universités éta… https://t.co/f3kOvkU2FB",en,fr
@Nyust @DevoxxFR Thanks!,en,en
"The slides of my talk ""Inside the JVM - Follow the white Rabbit"" at @DevoxxFR are online! https://t.co/7sBN0St5zI",en,en
@DevoxxFR Ça m'intéresse de connaitre le setup que vous avez utilisé !,fr,fr
"Journée pleine à #DevoxxFR 2019. Merci @microsoftfrance de m'avoir invité, merci @NeffYannick et @SocieteGenerale q… https://t.co/f0UVyut24p",fr,fr
RT @jeremieguidoux: Et c'est partit pour découvrir le language  #rust 😁 #devoxxFR https://t.co/Np6zAlRZPh,fr,fr
RT @danvy: Merci ! #devoxxFR https://t.co/ejwcDySBvw,en,ca
"RT @Olivier_Cesbron: Merci  @GoogleCloud_FR  pour le cadeau sur le stand de #DevoxxFr.
Sympa les petits codelab sur la plateforme https://t…",fr,fr
"RT @gnuraph: @DevoxxFR je ne peux pas rester pour @lescastcodeurs cette année, mais un grand merci à vous tous organisateurs, speakers, exp…",fr,fr
RT @gorenar1: @AntoineCheron explique simplement les #APIs hypermedia à #DevoxxFR. #devoxx @FABERNOVEL https://t.co/XOVCQ2pFG9,en,fr
"RT @JPeachseed: Voilà #DevoxxFR 2019 c’est fini pour moi, j’ai retrouvé le calme de la vie de maman 😂. Merci à tous, ce fut 3 jours fantast…",fr,fr
"ANOTHER GREAT THUMBS-UP @DevoxxFR with @hboutemy - #speakers exchange on working from home, @sonatype and… https://t.co/B38aFN8qrY",en,en
La top CM de @takimafr en plein effort ! #DevoxxFr #Happy@Work @DevoxxFR https://t.co/z8hci1eKwn,en,nl
"RT @lecampusazure: Bonnes leçons de management pour les métiers techniques, à #DevoxxFR avec @criteo https://t.co/UyMsLNqCdM",fr,fr
RT @idriss_neumann: @volkaert is explaining why @netflix is abandoning #hystrix and recommand the users to do the same at @DevoxxFR (you co…,en,en
RT @Stephan007: #DevoxxFR meet &amp; greet in full motion! 🍷👍 https://t.co/WziR12zYfA,en,en
@bluxte @DevoxxFR Wow!,en,en
@agoncal @DevoxxFR @emmanuelbernard Beautiful #usualsuspects💪🏼😋💜 #walkingTHEtalk #community 🧸🤗,en,en
RT @m_gandin: Connection au serveur Vault en Java par @dubreuia #DevoxxFR https://t.co/UdfXVctPFk,en,fr
"Bonnes leçons de management pour les métiers techniques, à #DevoxxFR avec @criteo https://t.co/UyMsLNqCdM",fr,fr
Beware of limit the allowed origin only on localhost if you need to do CORS requests with your localhost dev env.… https://t.co/30t0MM6Ryc,en,en
RT @Esoriak: #devoxxfr #clevercloud  tu git push ça marche ils m'ont dit ! https://t.co/dPLvuIZshk,unknown,ca
RT @YannickDeTurck: Thanks to all for attending my @DevoxxFR talk on #MockK! Slides are available on https://t.co/ykvmCIeHiL #MockK #Devoxx…,en,en
@estelandry @DevoxxFR @Elium_tech Je te retournerai le geste 🇱🇺 👍,unknown,fr
@pierre_paci @DevoxxFR @Elium_tech Je peux t’aider pour prêcher la bonne parole # ModeCroisadeActicité 😅 à bientôt 👋,fr,fr
Fin de @DevoxxFR édition 2019 ! Il est temps de repartir à Bordeaux ! Merci @SQLI_FR et toute l'équipe… https://t.co/F8CKSMATvW,fr,fr
"« 8 initiatives à mettre en place  pour développer le bien être au travail: exemple chez @leboncoinEng » 
Avec… https://t.co/5TdZwOWAY6",fr,fr
Be sure to unable #xml external entities with your xml parser like #jaxb or something else. @JulienTopcu at… https://t.co/4iGYooeJpo,en,en
"@devoxxfr is over, but did you know Instana has a blog just for #Developers? Come check it out at https://t.co/F73g98LhAs",en,en
"Last day at #DevoxxFr!
Pass by our stand to meet and talk our #dev team https://t.co/k7GSXlMjcZ",en,en
"Congrats to our two #MureXperience winners at #DevoxxFr!
Thanks to all who participated. See you next year at Devox… https://t.co/AeOhdyLYst",en,en
@DevoxxFR Super nouvelle!,unknown,fr
Rien de mieux pour de-stress de 3jours intenses à #devoxxfr qu’un peu de soudure pour le @Devoxx4KidsFR du lendemain https://t.co/mfCJM94UIT,fr,fr
"RT @doppelganger9: J’avais lu ton article mais c’est mille fois mieux en live.. 
merci 🙏🏻 @jpetazzo pour partager avec nous sur le sujet tr…",fr,fr
"@idriss_neumann @volkaert @netflix @DevoxxFR @IstioMesh Sure. The term abandoning, to me, means they've dropped it… https://t.co/rDmDBJRP95",en,en
"Voilà #DevoxxFR 2019 c’est fini pour moi, j’ai retrouvé le calme de la vie de maman 😂. Merci à tous, ce fut 3 jours… https://t.co/y2MQv41zNc",fr,fr
"RT @BenjaminGakic: Les 3 piliers de l'observabilité : les métriques, les traces et les logs. @BnJ25 et @francoissamin à #DevoxxFR . https:/…",fr,fr
@bluxte @DevoxxFR Very good talk and fun :D,en,en
@AntoineCheron explique simplement les #APIs hypermedia à #DevoxxFR. #devoxx @FABERNOVEL https://t.co/XOVCQ2pFG9,unknown,fr
"Alors que #DevoxxFR ferme ses portes, Simone De Oliveira, #DSI de la @BRED_BP, nous explique la nécessité d’être pr… https://t.co/dW3ss3DDYK",fr,fr
"RT @weareogury: Check out our very own @CarlesSistare and @DavidLearnJS  sharing all their secrets on ""how to scale up with JavaScript in 2…",en,en
"Fin du #DevoxxFr 2019, pour une première fois, agréable surprise : organisation parfaite et stand au top. J’espère… https://t.co/YMOeG93N2r",fr,fr
RT @aymericw: #IA &amp; #AugmentedReality #mixedreality par  @sbovo @cmaneu @danvy #DevoxxFR #hololens c'est la vie https://t.co/ipqVMEhqcD,unknown,en
@bluxte @DevoxxFR 💪🏼,unknown,nl
RT @ManoMano_Tech: Merci @DevoxxFR pour l'organisation de ces 2 jours de conférences auxquelles nous étions ravis d'assister 🚀👏 See you nex…,fr,fr
@rbrtwnklr @netflix @volkaert @DevoxxFR Keep up the great work 👏,en,af
RT @KY_F: @jpetazzo woah excellent talk sur la depression et burnout dans le monde Software Engineering. Big thanks! #devoxxFR,en,en
RT @SylvainLABRE: Une petite conf sur les Micro frontends histoire de se détendre après le repas @DevoxxFR @SQLI_FR #devoxxfr présenté par…,fr,fr
"@DevoxxFR je ne peux pas rester pour @lescastcodeurs cette année, mais un grand merci à vous tous organisateurs, sp… https://t.co/4SZGlqCr4P",fr,fr
RT @pierreLeresteux: 3ème et dernier jour de #DevoxxFr 2019 avec les dev de @saagie_io https://t.co/iMX4hJOiR3,fr,fr
"Merci  @GoogleCloud_FR  pour le cadeau sur le stand de #DevoxxFr.
Sympa les petits codelab sur la plateforme https://t.co/h215gX9RrK",fr,fr
@gui_gillon @DevoxxFR Tes déjà bourré 😂😂😂 ?,fr,fr
@idriss_neumann @netflix @volkaert @DevoxxFR We are working hard on adding adaptive bulkheads to #resilience4j as well.,en,en
Les deux ! #devoxxFR https://t.co/xrTxtDI5WH,en,fr
"@estelandry @DevoxxFR @Elium_tech Encore une fois, c’était top 👍
Il faut maintenant convaincre les équipes et tout… https://t.co/q3prHN11cA",fr,fr
"RT @pom75_: Merci à Quentin de participer à l'amélioration de notre code grâce aux statistiques et au deep learning!
@Work_at_Murex #murexp…",fr,fr
"Cloud, IDE, IA, Devops, conteneurs, VSCode, Typescript, Jedis, Cocktails…
#DevoxxFR, c'est terminé pour cette année… https://t.co/HYUcaST0Fe",fr,fr
"RT @ZinfozBx: 🎬Clap de fin pour moi.
Un grand merci à la #InnovativeTechTeamBx @SQLI_FR pour nous avoir partagé ce grand évènement  #Devoxx…",fr,fr
@Mehdyzc @fsarradin @DevoxxFR #kotlin &lt;3,unknown,de
Merci ! #devoxxFR https://t.co/ejwcDySBvw,en,ca
RT @BredFactory: Quand nos #amis de @GroupeBPCE rendent visite à la @BredFactory de la @BRED_BP sur son stand à #DevoxxFR https://t.co/iqzq…,unknown,fr
@shirleyalmosni @DevoxxFR C'est tellement ça !,fr,tr
"Back For Frontend might not be your BFF anymore 

@g_scheibel nous explique comment #GraphQL se montre plus adapté… https://t.co/XoOXnaKWig",en,fr
@JulienTopcu nous parle de hacking dans sa conférence #DevoxxFr https://t.co/bnPDFkzxqV,fr,fr
"RT @kanedafromparis: Down the rabbit hole into the JVM by @bluxte
#devoxxfr #JVM https://t.co/QSGbmaVTAF",en,en
@fbouteruche @jldeen @DevoxxFR @msdev_fr @msdev I’m jealous not to be there!,en,en
"🎬Clap de fin pour moi.
Un grand merci à la #InnovativeTechTeamBx @SQLI_FR pour nous avoir partagé ce grand évènemen… https://t.co/NvSLwzgphu",fr,fr
